drug_name	drug_type	logFC_TVsS	direction
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.067	down
ME-344	Small molecule	-3.067	down
ME-344	Small molecule	-3.067	down
ME-344	Small molecule	-3.067	down
ME-344	Small molecule	-3.067	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN HYDROCHLORIDE	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
METFORMIN	Small molecule	-3.051	down
ME-344	Small molecule	-3.051	down
ME-344	Small molecule	-3.051	down
ME-344	Small molecule	-3.051	down
ME-344	Small molecule	-3.051	down
DROTRECOGIN ALFA (ACTIVATED)	Protein	-3.026	down
DROTRECOGIN ALFA (ACTIVATED)	Protein	-3.026	down
DROTRECOGIN ALFA (ACTIVATED)	Protein	-3.026	down
DROTRECOGIN ALFA (ACTIVATED)	Protein	-3.026	down
DROTRECOGIN ALFA (ACTIVATED)	Protein	-3.026	down
DROTRECOGIN ALFA (ACTIVATED)	Protein	-3.026	down
DROTRECOGIN ALFA (ACTIVATED)	Protein	-3.026	down
DROTRECOGIN ALFA (ACTIVATED)	Protein	-3.026	down
DROTRECOGIN ALFA (ACTIVATED)	Protein	-3.026	down
RELDESEMTIV	Small molecule	-2.998	down
RELDESEMTIV	Small molecule	-2.998	down
RELDESEMTIV	Small molecule	-2.998	down
RELDESEMTIV	Small molecule	-2.998	down
RELDESEMTIV	Small molecule	-2.998	down
RELDESEMTIV	Small molecule	-2.998	down
TIRASEMTIV	Small molecule	-2.998	down
TIRASEMTIV	Small molecule	-2.998	down
TIRASEMTIV	Small molecule	-2.998	down
TIRASEMTIV	Small molecule	-2.998	down
TIRASEMTIV	Small molecule	-2.998	down
TENATUMOMAB	Antibody	2.939	up
F16IL2	Unknown	2.939	up
F16IL2	Unknown	2.939	up
F16SIP 131I	Unknown	2.939	up
81C6 131I	Unknown	2.939	up
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.872	down
ME-344	Small molecule	-2.872	down
ME-344	Small molecule	-2.872	down
ME-344	Small molecule	-2.872	down
ME-344	Small molecule	-2.872	down
SULTHIAME	Small molecule	-2.839	down
SULTHIAME	Small molecule	-2.839	down
ETHOXZOLAMIDE	Small molecule	-2.839	down
ETHOXZOLAMIDE	Small molecule	-2.839	down
SULTHIAME	Small molecule	-2.839	down
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
OCRIPLASMIN	Protein	2.658	up
OCRIPLASMIN	Protein	2.658	up
OCRIPLASMIN	Protein	2.658	up
OCRIPLASMIN	Protein	2.658	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.658	up
OCRIPLASMIN	Protein	2.658	up
OCRIPLASMIN	Protein	2.658	up
OCRIPLASMIN	Protein	2.658	up
OCRIPLASMIN	Protein	2.658	up
OCRIPLASMIN	Protein	2.658	up
OCRIPLASMIN	Protein	2.658	up
OCRIPLASMIN	Protein	2.658	up
METFORMIN	Small molecule	-2.627	down
METFORMIN	Small molecule	-2.627	down
METFORMIN	Small molecule	-2.627	down
METFORMIN	Small molecule	-2.627	down
METFORMIN	Small molecule	-2.627	down
METFORMIN	Small molecule	-2.627	down
METFORMIN	Small molecule	-2.627	down
METFORMIN	Small molecule	-2.627	down
METFORMIN	Small molecule	-2.627	down
METFORMIN	Small molecule	-2.627	down
METFORMIN	Small molecule	-2.627	down
METFORMIN	Small molecule	-2.627	down
METFORMIN	Small molecule	-2.627	down
