Gen	Fármaco	Tipo interacción	Score	log2FC	FDR	Dirección DE
F2	ARGATROBAN	inhibitor	1.339	-1.37	0.025	down
F2	FLOVAGATRAN	NA	1.339	-1.37	0.025	down
F2	PEGMUSIRUDIN	NA	1.339	-1.37	0.025	down
F2	CHEMBL:CHEMBL1083499	NA	1.339	-1.37	0.025	down
F2	DPOC-4088	NA	1.339	-1.37	0.025	down
F2	CYANIDIN	NA	1.339	-1.37	0.025	down
F2	HIRUDIN	NA	1.339	-1.37	0.025	down
F2	EP-217609	NA	1.339	-1.37	0.025	down
F2	DESIRUDIN	inhibitor	1.339	-1.37	0.025	down
F2	DABIGATRAN ETEXILATE MESYLATE	inhibitor	1.339	-1.37	0.025	down
F2	CYANIN	NA	1.339	-1.37	0.025	down
F2	AZD-8165	NA	1.339	-1.37	0.025	down
F2	SR-123781A	NA	0.669	-1.37	0.025	down
F2	DABIGATRAN	inhibitor	0.595	-1.37	0.025	down
F2	LUSUTROMBOPAG	NA	0.446	-1.37	0.025	down
F2	PYRIDOXAL PHOSPHATE ANHYDROUS	NA	0.446	-1.37	0.025	down
F2	AVATROMBOPAG	NA	0.382	-1.37	0.025	down
F2	ENOXAPARIN SODIUM	NA	0.335	-1.37	0.025	down
F2	ANTITHROMBIN ALFA	inhibitor	0.297	-1.37	0.025	down
F2	ANISINDIONE	NA	0.223	-1.37	0.025	down
F2	MELAGATRAN	NA	0.191	-1.37	0.025	down
F2	COMPOUND 2C [PMID: 24900538]	inhibitor	0.134	-1.37	0.025	down
F2	SILIBININ	NA	0.112	-1.37	0.025	down
F2	CATECHIN	NA	0.103	-1.37	0.025	down
F2	EPICATECHIN	NA	0.103	-1.37	0.025	down
F2	HEPARIN	NA	0.084	-1.37	0.025	down
F2	STAUROSPORINE	inhibitor	0.079	-1.37	0.025	down
F2	VITAMIN K3	NA	0.046	-1.37	0.025	down
F2	TAMOXIFEN	NA	0.041	-1.37	0.025	down
F2	BORTEZOMIB	NA	0.031	-1.37	0.025	down
F2	QUERCETIN	NA	0.017	-1.37	0.025	down
C5	VILOBELIMAB	inhibitor	3.263	-1.352	0.046	down
C5	PEXELIZUMAB	inhibitor	3.263	-1.352	0.046	down
C5	CROVALIMAB	inhibitor	3.263	-1.352	0.046	down
C5	AVACINCAPTAD PEGOL	NA	3.263	-1.352	0.046	down
C5	TESIDOLUMAB	binder	3.263	-1.352	0.046	down
C5	POZELIMAB	inhibitor	3.263	-1.352	0.046	down
C5	OLENDALIZUMAB	inhibitor	3.263	-1.352	0.046	down
C5	ZILUCOPLAN SODIUM	binder	3.263	-1.352	0.046	down
NME1	LYCOPENE	NA	2.61	1.352	0.008	up
C5	ECULIZUMAB	inhibitor	1.483	-1.352	0.046	down
NME1	ADEFOVIR DIPIVOXIL	NA	1.16	1.352	0.008	up
C5	NOMACOPAN	inhibitor	1.088	-1.352	0.046	down
NME1	ZIDOVUDINE	NA	0.773	1.352	0.008	up
NME1	TENOFOVIR	NA	0.746	1.352	0.008	up
NME1	LAMIVUDINE	NA	0.435	1.352	0.008	up
C5	RAVULIZUMAB	inhibitor	0.363	-1.352	0.046	down
C5	ZILUCOPLAN	inhibitor	0.363	-1.352	0.046	down
C5	OCTANOL	inhibitor	0.155	-1.352	0.046	down
C5	CARBENOXOLONE	inhibitor	0.136	-1.352	0.046	down
C5	FLUFENAMIC ACID	inhibitor	0.086	-1.352	0.046	down
C5	CA2+	inhibitor	0.082	-1.352	0.046	down
ANK1	AC-C[CYS-GLU-HIS-D-PHE-ARG-TRP-D-CYS]-PRO-PRO-LYS-ASP-NH2	inhibitor	4.35	-1.348	0.017	down
ANK1	PG-901	agonist	1.45	-1.348	0.017	down
ANK1	AGOUTI-RELATED PROTEIN	inhibitor	1.45	-1.348	0.017	down
ANK1	&ALPHA;-MSH	agonist	1.088	-1.348	0.017	down
ANK1	SHU9119	agonist	1.088	-1.348	0.017	down
ANK1	HS024	inhibitor	1.088	-1.348	0.017	down
ANK1	MT-II	agonist	1.088	-1.348	0.017	down
ANK1	[125I]NDP-MSH	agonist	1.088	-1.348	0.017	down
ANK1	SETMELANOTIDE	agonist	0.87	-1.348	0.017	down
ANK1	AFAMELANOTIDE	agonist	0.87	-1.348	0.017	down
ANK1	BREMELANOTIDE	agonist	0.621	-1.348	0.017	down
ANK1	CORTICOTROPIN	agonist	0.544	-1.348	0.017	down
YWHAG	DAUNORUBICIN HYDROCHLORIDE	NA	0.791	-1.338	0.041	down
YWHAG	DOXORUBICIN HYDROCHLORIDE	NA	0.176	-1.338	0.041	down
PCYT1A	LAMIVUDINE	NA	2.175	1.327	0.032	up
GLUL	COMBRETASTATIN A4	inhibitor	3.729	1.314	0.048	up
GLUL	RG-4733	NA	3.729	1.314	0.048	up
GLUL	E-2212	NA	3.729	1.314	0.048	up
GLUL	PF-06648671	NA	1.864	1.314	0.048	up
GLUL	E2012	NA	1.864	1.314	0.048	up
GLUL	CHF-5074	NA	1.864	1.314	0.048	up
GLUL	MK-0752	NA	0.746	1.314	0.048	up
GLUL	TREBANANIB	NA	0.621	1.314	0.048	up
GLUL	GSI-136	NA	0.533	1.314	0.048	up
GLUL	AVAGACESTAT	NA	0.466	1.314	0.048	up
GLUL	BEGACESTAT	NA	0.466	1.314	0.048	up
GLUL	SEMAGACESTAT	NA	0.466	1.314	0.048	up
GLUL	TARENFLURBIL	NA	0.311	1.314	0.048	up
GLUL	NIROGACESTAT	NA	0.266	1.314	0.048	up
SOAT2	PACTIMIBE	inhibitor	17.401	1.31	0.044	up
FGA	ALFIMEPRASE	cleavage	3.164	-1.301	0.013	down
FGA	RETEPLASE	NA	3.164	-1.301	0.013	down
FGA	TIROFIBAN	NA	1.898	-1.301	0.013	down
FGA	EPTIFIBATIDE	NA	1.898	-1.301	0.013	down
FGA	FIBRINOGEN, HUMAN	NA	1.582	-1.301	0.013	down
FGA	ANISTREPLASE	NA	1.582	-1.301	0.013	down
FGA	PLASMINOGEN	cleavage	1.582	-1.301	0.013	down
FGA	ABCIXIMAB	NA	1.582	-1.301	0.013	down
FGA	PLASMIN	inhibitor	1.186	-1.301	0.013	down
FGA	ANCROD	cleavage	1.186	-1.301	0.013	down
PSMA2	CARFILZOMIB	other/unknown|inhibitor	0.497	1.301	0.014	up
FGA	ALTEPLASE	NA	0.452	-1.301	0.013	down
PSMA2	MARIZOMIB	inhibitor	0.355	1.301	0.014	up
PSMA2	BORTEZOMIB	other/unknown|inhibitor	0.351	1.301	0.014	up
PSMA2	BORTEZOMIB D-MANNITOL	inhibitor	0.196	1.301	0.014	up
PSMA2	IXAZOMIB CITRATE	inhibitor	0.191	1.301	0.014	up
PSMA2	OPROZOMIB	inhibitor	0.186	1.301	0.014	up
PSMA2	IXAZOMIB	inhibitor	0.178	1.301	0.014	up
SERPIND1	SULODEXIDE	NA	26.102	-1.298	0.028	down
SERPIND1	TINZAPARIN SODIUM	NA	7.458	-1.298	0.028	down
XRCC4	DOCETAXEL ANHYDROUS	NA	1.258	1.279	0.046	up
CASP3	CHEMBL:CHEMBL560532	NA	2.32	1.268	0.046	up
CASP3	PAC1	activator	2.32	1.268	0.046	up
CASP3	1,4-DICHLOROBENZENE	NA	2.32	1.268	0.046	up
CASP3	TELEOCIDIN B	NA	2.32	1.268	0.046	up
CASP3	PHATHALIMIDE	NA	2.32	1.268	0.046	up
CASP3	KOBOPHENOL A	NA	2.32	1.268	0.046	up
CASP3	Z-DEVD-FMK	inhibitor	1.16	1.268	0.046	up
CASP3	AC-DEVD-CHO	inhibitor	1.16	1.268	0.046	up
CASP3	AZ10417808	inhibitor	1.16	1.268	0.046	up
CASP3	PETCM	activator	1.16	1.268	0.046	up
CASP3	AICA RIBONUCLEOTIDE	NA	1.16	1.268	0.046	up
CASP3	CHEMBL:CHEMBL376616	NA	1.16	1.268	0.046	up
CASP3	PAC-1	NA	1.16	1.268	0.046	up
CASP3	Z-DQMD-FMK	inhibitor	1.16	1.268	0.046	up
CASP3	NAPHTHOQUINONE	NA	0.464	1.268	0.046	up
CASP3	CHEMBL:CHEMBL375563	NA	0.464	1.268	0.046	up
CASP3	CHEMBL:CHEMBL378903	NA	0.387	1.268	0.046	up
CASP3	COMPOUND 4 [PMID: 12408711]	inhibitor	0.29	1.268	0.046	up
CASP3	SPERMINE	NA	0.258	1.268	0.046	up
CASP3	XANTHOANGELOL B	NA	0.232	1.268	0.046	up
CASP3	M826	inhibitor	0.232	1.268	0.046	up
CASP3	CHEMBL:CHEMBL584668	NA	0.193	1.268	0.046	up
CASP3	WITHAFERIN A	NA	0.193	1.268	0.046	up
CASP3	FAS LIGAND	NA	0.193	1.268	0.046	up
CASP3	CHEMBL:CHEMBL546865	NA	0.193	1.268	0.046	up
CASP3	IDRONOXIL	inhibitor	0.166	1.268	0.046	up
CASP3	CHEMBL:CHEMBL546170	NA	0.166	1.268	0.046	up
CASP3	CHEMBL:CHEMBL484663	NA	0.145	1.268	0.046	up
CASP3	CHEMBL:CHEMBL412603	NA	0.145	1.268	0.046	up
CASP3	CHEMBL:CHEMBL1210769	NA	0.145	1.268	0.046	up
CASP3	CHEMBL:CHEMBL600313	NA	0.129	1.268	0.046	up
CASP3	CHEMBL:CHEMBL1493528	NA	0.129	1.268	0.046	up
CASP3	DIACETYLRHEIN	NA	0.129	1.268	0.046	up
CASP3	CHEMBL:CHEMBL576208	NA	0.105	1.268	0.046	up
CASP3	CHEMBL:CHEMBL312032	NA	0.105	1.268	0.046	up
CASP3	IPRIFLAVONE	NA	0.097	1.268	0.046	up
CASP3	EMRICASAN	inhibitor	0.089	1.268	0.046	up
CASP3	CHEMBL:CHEMBL1504679	NA	0.089	1.268	0.046	up
CASP3	STAUROSPORINE	NA	0.083	1.268	0.046	up
CASP3	CHEMBL:CHEMBL428789	NA	0.077	1.268	0.046	up
CASP3	CHEMBL:CHEMBL299853	NA	0.064	1.268	0.046	up
CASP3	CELECOXIB	NA	0.035	1.268	0.046	up
CASP3	PACLITAXEL	NA	0.021	1.268	0.046	up
CASP3	CISPLATIN	NA	0.016	1.268	0.046	up
CASP3	DOXORUBICIN HYDROCHLORIDE	NA	0.016	1.268	0.046	up
ADAR	NEUROPEPTIDE HEAD ACTIVATOR	agonist	26.102	1.264	0.049	up
ADAR	PROSAPTIDE	agonist	13.051	1.264	0.049	up
PSMB3	CARFILZOMIB	other/unknown|inhibitor	0.497	1.264	0.017	up
PSMB3	MARIZOMIB	inhibitor	0.355	1.264	0.017	up
PSMB3	BORTEZOMIB	inhibitor|other/unknown	0.351	1.264	0.017	up
PSMB3	BORTEZOMIB D-MANNITOL	inhibitor	0.196	1.264	0.017	up
PSMB3	IXAZOMIB CITRATE	inhibitor	0.191	1.264	0.017	up
PSMB3	OPROZOMIB	inhibitor	0.186	1.264	0.017	up
PSMB3	IXAZOMIB	inhibitor	0.178	1.264	0.017	up
P4HA1	PYRIDINE-2,5-DICARBOXYLIC ACID	NA	34.803	1.247	0.046	up
P4HA1	LUFIRONIL	NA	17.401	1.247	0.046	up
P4HA1	SAFIRONIL	NA	17.401	1.247	0.046	up
PSMA4	COTININE	NA	2.175	1.246	0.017	up
PSMA4	CARFILZOMIB	other/unknown|inhibitor	0.435	1.246	0.017	up
PSMA4	MARIZOMIB	inhibitor	0.311	1.246	0.017	up
PSMA4	BORTEZOMIB	other/unknown|inhibitor	0.307	1.246	0.017	up
PSMA4	BORTEZOMIB D-MANNITOL	inhibitor	0.172	1.246	0.017	up
PSMA4	IXAZOMIB CITRATE	inhibitor	0.167	1.246	0.017	up
PSMA4	OPROZOMIB	inhibitor	0.163	1.246	0.017	up
PSMA4	IXAZOMIB	inhibitor	0.155	1.246	0.017	up
HSPA5	STROBOPININ	NA	3.263	1.236	0.028	up
HSPA5	IT-139	NA	3.263	1.236	0.028	up
HSPA5	RUTHENIUM-BASED TRANSFERRIN TARGETING AGENT NKP-1339	NA	1.631	1.236	0.028	up
HSPA5	CHEMBL:CHEMBL524376	NA	1.088	1.236	0.028	up
HSPA5	CHLORQUINALDOL	NA	0.816	1.236	0.028	up
HSPA5	CHEMBL:CHEMBL480626	NA	0.816	1.236	0.028	up
HSPA5	THAPSIGARGIN	NA	0.816	1.236	0.028	up
HSPA5	4-METHYLDAPHNETIN	NA	0.653	1.236	0.028	up
HSPA5	NORGESTREL	NA	0.544	1.236	0.028	up
HSPA5	NPPB	NA	0.408	1.236	0.028	up
HSPA5	DAPHNETIN	NA	0.363	1.236	0.028	up
HSPA5	AG 490	NA	0.204	1.236	0.028	up
HSPA5	EUPAFOLIN	NA	0.204	1.236	0.028	up
HSPA5	MIANSERIN	NA	0.181	1.236	0.028	up
HSPA5	CHEMBL:CHEMBL67535	NA	0.172	1.236	0.028	up
HSPA5	FLUOROURACIL	NA	0.028	1.236	0.028	up
GOLGA3	CCG-50014	inhibitor	13.051	1.223	0.022	up
AMH	12-EPI LTB4	agonist	3.071	1.222	0.02	up
AMH	15S-HETE	agonist	3.071	1.222	0.02	up
AMH	CAY10583	agonist	3.071	1.222	0.02	up
AMH	ZK-158252	inhibitor	3.071	1.222	0.02	up
AMH	12-HYDROXYHEPTADECATRIENOIC ACID	agonist	3.071	1.222	0.02	up
AMH	12S-HETE	agonist	3.071	1.222	0.02	up
AMH	[3H]LTB4	NA	1.535	1.222	0.02	up
AMH	CP-195543	agonist|inhibitor	1.535	1.222	0.02	up
AMH	LY255283	inhibitor	1.535	1.222	0.02	up
AMH	THERAPEUTIC GONADOTROPIN	NA	1.316	1.222	0.02	up
AMH	LTB4	agonist	0.768	1.222	0.02	up
AMH	TESTOSTERONE	NA	0.63	1.222	0.02	up
AMH	HUMAN CHORIONIC GONADOTROPIN	NA	0.323	1.222	0.02	up
AMH	ETHINYL ESTRADIOL	NA	0.307	1.222	0.02	up
AMH	DIETHYLSTILBESTROL	NA	0.279	1.222	0.02	up
AMH	THERAPEUTIC HORMONE	NA	0.14	1.222	0.02	up
AMH	TRETINOIN	NA	0.101	1.222	0.02	up
RPS8	DORLIMOMAB ARITOX	inhibitor	0.131	1.219	0.044	up
RPS8	EXALUREN	modulator	0.131	1.219	0.044	up
RPS8	MT-3724	inhibitor	0.129	1.219	0.044	up
RPS8	ATALUREN	modulator	0.127	1.219	0.044	up
RPS8	CYCLOHEXIMIDE	inhibitor	0.11	1.219	0.044	up
HBA1	EFAPROXIRAL	negative modulator	8.701	-1.218	0.02	down
HBA1	VOXELOTOR	positive modulator	4.35	-1.218	0.02	down
FKBP4	SAR260301	inhibitor	2.175	1.217	0.037	up
FKBP4	IMMUNOSUPPRESSANT	NA	1.933	1.217	0.037	up
FKBP4	SIROLIMUS	NA	0.6	1.217	0.037	up
LAMA4	OCRIPLASMIN	cleavage	1.374	1.211	0.03	up
NEDD8	PEVONEDISTAT	NA	10.441	1.21	0.016	up
CMA1	TY-51469	inhibitor	10.441	-1.206	0.041	down
CMA1	FULACIMSTAT	inhibitor	10.441	-1.206	0.041	down
CMA1	JNJ-10311795	inhibitor	10.441	-1.206	0.041	down
CMA1	NK3201	inhibitor	10.441	-1.206	0.041	down
CMA1	COMPOUND 7F [PMID: 29191554]	inhibitor	10.441	-1.206	0.041	down
PKLR	MITAPIVAT	activator	34.803	1.205	0.05	up
PKLR	MITAPIVAT SULFATE	activator	17.401	1.205	0.05	up
PKLR	ETAVOPIVAT	activator	8.701	1.205	0.05	up
APCS	MIRIDESAP	modulator|inhibitor	13.051	-1.203	0.013	down
APCS	DEZAMIZUMAB	inhibitor	6.525	-1.203	0.013	down
APCS	2-AMINO-URIDINE-5'-MONOPHOSPHATE	agonist	3.263	-1.203	0.013	down
APCS	MRS2927	agonist	3.263	-1.203	0.013	down
APCS	ITP	agonist	3.263	-1.203	0.013	down
APCS	(N)METHANOCARBA-UTP	agonist	3.263	-1.203	0.013	down
APCS	N4-PHENYLETHOXYCYTIDINE-5'-TRIPHOSPHATE	agonist	3.263	-1.203	0.013	down
APCS	GUANOSINE-5'-TRIPHOSPHATE	agonist	3.263	-1.203	0.013	down
APCS	MRS4062	agonist	3.263	-1.203	0.013	down
APCS	PSB-16133	inhibitor	3.263	-1.203	0.013	down
APCS	DENUFOSOL	agonist	1.088	-1.203	0.013	down
APCS	DIQUAFOSOL	agonist	1.088	-1.203	0.013	down
APCS	URIDINE 5'-TRIPHOSPHATE	agonist	0.816	-1.203	0.013	down
APCS	PPADS	inhibitor	0.653	-1.203	0.013	down
APCS	ADENOSINE TRIPHOSPHATE	agonist|inhibitor	0.192	-1.203	0.013	down
PSMD10	CARFILZOMIB	other/unknown	0.435	1.196	0.043	up
PSMD10	BORTEZOMIB	other/unknown	0.307	1.196	0.043	up
FGB	COMPOUND 21K [PMID: 34985886]	inhibitor	3.071	-1.195	0.037	down
FGB	BICIROMAB BRALLOBARBITAL	binder	3.071	-1.195	0.037	down
FGB	INS018_055	inhibitor	3.071	-1.195	0.037	down
FGB	COMPOUND 5 [PMID: 23232060]	inhibitor	3.071	-1.195	0.037	down
FGB	ALFIMEPRASE	cleavage	2.047	-1.195	0.037	down
FGB	TIROFIBAN	NA	1.228	-1.195	0.037	down
FGB	EPTIFIBATIDE	NA	1.228	-1.195	0.037	down
FGB	ABCIXIMAB	NA	1.024	-1.195	0.037	down
FGB	PF06260933	inhibitor	1.024	-1.195	0.037	down
FGB	PLASMINOGEN	cleavage	1.024	-1.195	0.037	down
FGB	FIBRINOGEN, HUMAN	NA	1.024	-1.195	0.037	down
FGB	PLASMIN	inhibitor	0.768	-1.195	0.037	down
FGB	ANCROD	cleavage	0.768	-1.195	0.037	down
FGB	COMPOUND 25C [PMID: 36649216]	inhibitor	0.614	-1.195	0.037	down
FGB	STAUROSPORINE	inhibitor	0.181	-1.195	0.037	down
FGB	HAEMATOXYLIN	NA	0.118	-1.195	0.037	down
FGB	METHYLENE BLUE ANHYDROUS	NA	0.083	-1.195	0.037	down
FGG	ALFIMEPRASE	cleavage	4.35	-1.191	0.033	down
FGG	EPTIFIBATIDE	NA	2.61	-1.191	0.033	down
FGG	TIROFIBAN	NA	2.61	-1.191	0.033	down
FGG	FIBRINOGEN, HUMAN	NA	2.175	-1.191	0.033	down
FGG	ABCIXIMAB	NA	2.175	-1.191	0.033	down
FGG	PLASMINOGEN	cleavage	2.175	-1.191	0.033	down
FGG	ANCROD	cleavage	1.631	-1.191	0.033	down
FGG	PLASMIN	inhibitor	1.631	-1.191	0.033	down
PSMB2	CHEMBL:CHEMBL490829	NA	5.8	1.187	0.01	up
ALDH7A1	SF-22	activator	4.35	-1.187	0.046	down
ALDH7A1	SF-51	activator	4.35	-1.187	0.046	down
ALDH7A1	PEFCALCITOL	NA	4.35	-1.187	0.046	down
ALDH7A1	ML-SA5	activator	4.35	-1.187	0.046	down
ALDH7A1	ML1-SA1	activator	4.35	-1.187	0.046	down
ALDH7A1	MK6-83	activator	2.175	-1.187	0.046	down
PSMB2	MG-132	NA	1.657	1.187	0.01	up
ALDH7A1	ML SA1	activator	1.45	-1.187	0.046	down
ALDH7A1	ESTRADIOL 3-METHYL ETHER	blocker|inhibitor	1.45	-1.187	0.046	down
ALDH7A1	PRU-12	blocker	1.45	-1.187	0.046	down
ALDH7A1	PRU-10	inhibitor	1.45	-1.187	0.046	down
ALDH7A1	NM-702	NA	1.088	-1.187	0.046	down
ALDH7A1	PHOSPHATIDYL (3,5) INOSITOL BISPHOSPHATE	activator	0.87	-1.187	0.046	down
PSMB2	CARFILZOMIB	other/unknown|inhibitor	0.483	1.187	0.01	up
PSMB2	BORTEZOMIB	inhibitor|other/unknown	0.409	1.187	0.01	up
PSMB2	IXAZOMIB CITRATE	inhibitor	0.297	1.187	0.01	up
PSMB2	OPROZOMIB	inhibitor	0.29	1.187	0.01	up
PSMB2	MARIZOMIB	inhibitor	0.276	1.187	0.01	up
PSMB2	BORTEZOMIB D-MANNITOL	inhibitor	0.153	1.187	0.01	up
PSMB2	IXAZOMIB	inhibitor	0.138	1.187	0.01	up
SERPINB1	ETHYL 3-[(E)-2-AMINO-1-CYANOETHENYL]-6,7-DICHLORO-1-METHYL-1H-INDOLE-2-CARBOXYLATE	inhibitor	8.701	1.174	0.026	up
SERPINB1	CIRTUVIVINT	inhibitor	8.701	1.174	0.026	up
PSMB4	CARFILZOMIB	inhibitor|other/unknown	0.497	1.174	0.016	up
PSMB4	MARIZOMIB	inhibitor	0.355	1.174	0.016	up
PSMB4	BORTEZOMIB	inhibitor|other/unknown	0.351	1.174	0.016	up
PSMB4	BORTEZOMIB D-MANNITOL	inhibitor	0.196	1.174	0.016	up
PSMB4	IXAZOMIB CITRATE	inhibitor	0.191	1.174	0.016	up
PSMB4	OPROZOMIB	inhibitor	0.186	1.174	0.016	up
PSMB4	IXAZOMIB	inhibitor	0.178	1.174	0.016	up
CBX1	E-64	NA	0.278	1.162	0.03	up
CBX1	HYDROXYAMINE	NA	0.278	1.162	0.03	up
CBX1	ISOXANTHOPTERIN	NA	0.278	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1627202	NA	0.278	1.162	0.03	up
CBX1	OXOLINIC ACID	NA	0.278	1.162	0.03	up
CBX1	CARISOPRODOL	NA	0.139	1.162	0.03	up
CBX1	CYSTAMINE HYDROCHLORIDE	NA	0.139	1.162	0.03	up
CBX1	HOMOVANILLIC ACID	NA	0.139	1.162	0.03	up
CBX1	TETRYDAMINE	NA	0.139	1.162	0.03	up
CBX1	APTIGANEL	NA	0.139	1.162	0.03	up
CBX1	FIDUXOSIN	NA	0.139	1.162	0.03	up
CBX1	EXISULIND	NA	0.093	1.162	0.03	up
CBX1	CHEMBL:CHEMBL64239	NA	0.093	1.162	0.03	up
CBX1	CLOROTEPINE	NA	0.093	1.162	0.03	up
CBX1	CYSTAMINE	NA	0.093	1.162	0.03	up
CBX1	TREQUINSIN	NA	0.093	1.162	0.03	up
CBX1	GUAIAZULENE	NA	0.093	1.162	0.03	up
CBX1	ML 10302	NA	0.069	1.162	0.03	up
CBX1	CANTHARIDIC_ACID	NA	0.069	1.162	0.03	up
CBX1	CHEMBL:CHEMBL275177	NA	0.069	1.162	0.03	up
CBX1	KYNURENIC ACID	NA	0.069	1.162	0.03	up
CBX1	PROFENAMINE	NA	0.069	1.162	0.03	up
CBX1	LERCANIDIPINE	NA	0.069	1.162	0.03	up
CBX1	CHEMBL:CHEMBL176599	NA	0.069	1.162	0.03	up
CBX1	CLOFAZIMINE	NA	0.056	1.162	0.03	up
CBX1	CHEMBL:CHEMBL586000	NA	0.056	1.162	0.03	up
CBX1	SARCOLYSIN	NA	0.056	1.162	0.03	up
CBX1	IPA-3	NA	0.056	1.162	0.03	up
CBX1	CHEMBL:CHEMBL580155	NA	0.056	1.162	0.03	up
CBX1	CHEMBL:CHEMBL547483	NA	0.056	1.162	0.03	up
CBX1	U73122	NA	0.056	1.162	0.03	up
CBX1	AMBUNOL	NA	0.056	1.162	0.03	up
CBX1	DIZOCILPINE	NA	0.046	1.162	0.03	up
CBX1	NAFTOPIDIL	NA	0.046	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1270169	NA	0.046	1.162	0.03	up
CBX1	CAMBINOL	NA	0.046	1.162	0.03	up
CBX1	DIAMIDE	NA	0.046	1.162	0.03	up
CBX1	BENSERAZIDE	NA	0.04	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1287983	NA	0.04	1.162	0.03	up
CBX1	CHEMBL:CHEMBL590186	NA	0.04	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1287980	NA	0.04	1.162	0.03	up
CBX1	CHEMBL:CHEMBL119878	NA	0.04	1.162	0.03	up
CBX1	[3H]GBR12935	NA	0.04	1.162	0.03	up
CBX1	CHEMBL:CHEMBL235891	NA	0.04	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1701915	NA	0.04	1.162	0.03	up
CBX1	TAXIFOLIN	NA	0.04	1.162	0.03	up
CBX1	SIB-1757	NA	0.04	1.162	0.03	up
CBX1	N6-PHENYLADENOSINE	NA	0.04	1.162	0.03	up
CBX1	(-)-N-PORPHYNORAPOMORPHINE	NA	0.035	1.162	0.03	up
CBX1	PYRIDOSTIGMINE	NA	0.035	1.162	0.03	up
CBX1	CHEMBL:CHEMBL339587	NA	0.035	1.162	0.03	up
CBX1	CHEMBL:CHEMBL606166	NA	0.035	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1412489	NA	0.035	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1989853	NA	0.035	1.162	0.03	up
CBX1	TETRADECYLTHIOACETIC ACID	NA	0.035	1.162	0.03	up
CBX1	CHEMBL:CHEMBL538542	NA	0.035	1.162	0.03	up
CBX1	GW405833	NA	0.035	1.162	0.03	up
CBX1	SB 242084	NA	0.035	1.162	0.03	up
CBX1	CHEMBL:CHEMBL179611	NA	0.035	1.162	0.03	up
CBX1	XCT790	NA	0.035	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1486366	NA	0.031	1.162	0.03	up
CBX1	SYK INHIBITOR III	NA	0.031	1.162	0.03	up
CBX1	FPL64176	NA	0.031	1.162	0.03	up
CBX1	CHEMBL:CHEMBL258767	NA	0.031	1.162	0.03	up
CBX1	TYRPHOSTIN 51	NA	0.031	1.162	0.03	up
CBX1	CHEMBL:CHEMBL463783	NA	0.028	1.162	0.03	up
CBX1	CHEMBL:CHEMBL588038	NA	0.028	1.162	0.03	up
CBX1	ATHRAQUINONES A	NA	0.028	1.162	0.03	up
CBX1	5'-GUANIDINONALTRINDOLE	NA	0.028	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1408276	NA	0.028	1.162	0.03	up
CBX1	PHENOXYBENZAMINE	NA	0.025	1.162	0.03	up
CBX1	CHEMBL:CHEMBL328710	NA	0.025	1.162	0.03	up
CBX1	TYRPHOSTIN AG 835	NA	0.025	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1310138	NA	0.025	1.162	0.03	up
CBX1	CHEMBL:CHEMBL312032	NA	0.025	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1256813	NA	0.025	1.162	0.03	up
CBX1	CHEMBL:CHEMBL602969	NA	0.023	1.162	0.03	up
CBX1	METHYLDOPA (RACEMIC)	NA	0.023	1.162	0.03	up
CBX1	CHEMBL:CHEMBL527584	NA	0.023	1.162	0.03	up
CBX1	PD-169316	NA	0.023	1.162	0.03	up
CBX1	CHEMBL:CHEMBL533602	NA	0.023	1.162	0.03	up
CBX1	RUFINAMIDE	NA	0.023	1.162	0.03	up
CBX1	BAY 11-7082	NA	0.023	1.162	0.03	up
CBX1	BAY-11-7085	NA	0.023	1.162	0.03	up
CBX1	ROTTLERIN	NA	0.021	1.162	0.03	up
CBX1	PYRROLIDINE DITHIOCARBAMATE	NA	0.021	1.162	0.03	up
CBX1	CHEMBL:CHEMBL258756	NA	0.021	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1079460	NA	0.021	1.162	0.03	up
CBX1	CHEMBL:CHEMBL601364	NA	0.021	1.162	0.03	up
CBX1	FENOLDOPAM	NA	0.02	1.162	0.03	up
CBX1	SB 206553	NA	0.02	1.162	0.03	up
CBX1	SULFAMETHOXAZOLE	NA	0.02	1.162	0.03	up
CBX1	ROTENONE	NA	0.02	1.162	0.03	up
CBX1	CHEMBL:CHEMBL175266	NA	0.02	1.162	0.03	up
CBX1	3,4-DICHLOROISOCOUMARIN	NA	0.019	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1567571	NA	0.019	1.162	0.03	up
CBX1	AMSACRINE	NA	0.019	1.162	0.03	up
CBX1	FLUPENTHIXOL	NA	0.019	1.162	0.03	up
CBX1	CEFOTAXIME SODIUM	NA	0.019	1.162	0.03	up
CBX1	SENNOSIDE B	NA	0.017	1.162	0.03	up
CBX1	CHEMBL:CHEMBL1519374	NA	0.017	1.162	0.03	up
